Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD4105,16,Non-binary,Postgraduate,Science,Yes,9,5,No,Biology,Beginner,4,No,3,Low,Yes,Neutral,No,North America,Yes
STUD4106,28,Male,Postgraduate,Business,Yes,3,2,Yes,Economics,Beginner,5,Yes,2,High,Yes,Positive,Yes,South America,Yes
STUD4107,15,Male,High School,Education,Yes,0,2,Yes,Math,Intermediate,2,Yes,1,Medium,Yes,Neutral,Yes,Europe,No
STUD4108,24,Prefer not to say,High School,Science,Yes,1,4,No,Economics,Intermediate,2,No,5,High,No,Positive,No,Africa,Yes
STUD4109,26,Female,High School,Education,Yes,0,5,No,Biology,Beginner,3,Yes,4,High,Yes,Negative,No,South America,Yes
STUD4110,12,Male,Undergraduate,Business,Yes,3,5,No,Art,Beginner,3,Yes,2,High,Yes,Positive,Yes,Africa,No
STUD4111,23,Female,High School,Arts,Yes,0,4,Yes,Physics,Intermediate,2,Yes,3,Medium,Yes,Neutral,Yes,North America,Yes
STUD4112,15,Non-binary,Postgraduate,Arts,No,3,1,No,Art,Beginner,1,Yes,4,Medium,No,Negative,Yes,Asia,Yes
STUD4113,15,Prefer not to say,High School,Education,No,8,4,No,Math,Advanced,1,No,5,High,Yes,Neutral,No,Africa,Yes
STUD4114,25,Female,High School,Engineering,No,1,3,No,Art,Intermediate,4,Yes,2,Medium,Yes,Negative,No,Oceania,Yes
STUD4115,30,Prefer not to say,High School,Engineering,No,1,1,Yes,Art,Advanced,5,Yes,1,Medium,No,Negative,Yes,North America,No
STUD4116,18,Male,Undergraduate,Education,No,8,2,Yes,Computer Science,Beginner,2,Yes,2,High,No,Negative,Yes,North America,No
STUD4117,26,Prefer not to say,High School,Education,No,9,3,Yes,Physics,Advanced,1,No,2,Medium,No,Negative,Yes,Asia,Yes
STUD4118,23,Female,Undergraduate,Science,No,5,2,Yes,Computer Science,Intermediate,3,No,4,Medium,Yes,Negative,Yes,North America,No
STUD4119,24,Prefer not to say,Undergraduate,Business,Yes,6,1,Yes,Biology,Intermediate,4,Yes,5,Medium,No,Neutral,Yes,South America,No
STUD4120,12,Male,Undergraduate,Education,Yes,8,5,No,Art,Advanced,4,Yes,1,Medium,No,Positive,Yes,Europe,No
STUD4121,27,Female,High School,Arts,Yes,6,5,No,Math,Beginner,5,Yes,1,High,Yes,Negative,No,Europe,No
STUD4122,26,Non-binary,Undergraduate,Business,Yes,1,2,Yes,Biology,Intermediate,3,No,5,Low,No,Negative,No,South America,No
STUD4123,29,Male,High School,Law,Yes,0,4,No,Art,Advanced,2,Yes,5,Medium,Yes,Neutral,Yes,North America,Yes
STUD4124,19,Prefer not to say,High School,Medicine,Yes,3,4,Yes,History,Beginner,1,No,2,Low,Yes,Negative,Yes,Asia,Yes
STUD4125,14,Male,Postgraduate,Law,Yes,4,4,Yes,Economics,Advanced,2,No,2,Medium,Yes,Positive,No,Oceania,Yes
STUD4126,24,Non-binary,High School,Education,Yes,9,4,Yes,Math,Beginner,4,No,2,Medium,Yes,Negative,No,Europe,Yes
STUD4127,24,Non-binary,High School,Law,Yes,4,1,No,Art,Intermediate,1,No,4,Low,No,Negative,Yes,South America,Yes
STUD4128,19,Prefer not to say,Undergraduate,Medicine,Yes,7,2,Yes,Biology,Beginner,4,No,5,Medium,No,Positive,No,Asia,Yes
STUD4129,19,Prefer not to say,Postgraduate,Engineering,Yes,10,4,No,Biology,Beginner,3,No,4,Medium,No,Negative,No,Africa,No
STUD4130,18,Non-binary,Undergraduate,Law,No,3,4,No,Economics,Advanced,5,No,2,High,No,Negative,Yes,Africa,No
STUD4131,21,Male,High School,Law,Yes,4,5,Yes,History,Intermediate,3,Yes,2,Low,No,Negative,No,Oceania,No
STUD4132,21,Female,Undergraduate,Education,Yes,9,3,Yes,Math,Advanced,3,Yes,4,Low,Yes,Negative,Yes,Oceania,No
STUD4133,21,Female,Undergraduate,Medicine,Yes,2,1,No,Art,Intermediate,2,Yes,1,Low,No,Negative,Yes,South America,No
STUD4134,26,Non-binary,High School,Business,No,9,5,Yes,Math,Beginner,4,Yes,1,Medium,No,Positive,Yes,Oceania,No
STUD4135,26,Non-binary,High School,Business,No,7,3,Yes,Economics,Intermediate,1,Yes,2,Medium,Yes,Neutral,Yes,North America,No
STUD4136,21,Male,Undergraduate,Science,No,9,1,Yes,History,Intermediate,5,Yes,1,Medium,No,Neutral,No,Africa,Yes
STUD4137,16,Non-binary,High School,Business,No,5,4,No,Computer Science,Advanced,3,Yes,3,High,Yes,Negative,Yes,Asia,No
STUD4138,16,Male,High School,Engineering,Yes,3,4,No,Art,Beginner,2,Yes,2,High,No,Positive,No,South America,Yes
STUD4139,19,Female,High School,Engineering,No,0,5,Yes,Math,Advanced,1,Yes,3,Low,No,Neutral,No,North America,No
STUD4140,30,Non-binary,Undergraduate,Business,No,9,5,No,Economics,Intermediate,3,Yes,4,High,No,Negative,Yes,Africa,Yes
STUD4141,26,Male,Undergraduate,Education,Yes,1,5,Yes,Art,Intermediate,1,No,1,Medium,Yes,Negative,Yes,North America,Yes
STUD4142,26,Male,Undergraduate,Law,No,2,5,Yes,Computer Science,Intermediate,3,Yes,4,Low,Yes,Neutral,Yes,Oceania,Yes
STUD4143,15,Male,High School,Business,Yes,9,5,Yes,Economics,Beginner,2,No,2,Medium,No,Positive,Yes,Africa,Yes
STUD4144,23,Female,Undergraduate,Arts,Yes,0,1,Yes,Physics,Beginner,4,No,1,High,No,Neutral,No,North America,No
STUD4145,29,Non-binary,Undergraduate,Engineering,Yes,0,1,No,History,Intermediate,2,No,2,High,Yes,Positive,Yes,Asia,No
STUD4146,15,Female,Postgraduate,Medicine,Yes,1,2,Yes,Biology,Advanced,5,No,5,Medium,Yes,Negative,Yes,Oceania,No
STUD4147,24,Female,Undergraduate,Law,Yes,8,1,Yes,Math,Advanced,1,Yes,1,Medium,Yes,Negative,Yes,Europe,Yes
STUD4148,29,Prefer not to say,Postgraduate,Medicine,Yes,6,2,Yes,Computer Science,Beginner,3,No,3,Low,No,Neutral,No,Asia,No
STUD4149,17,Male,Undergraduate,Engineering,Yes,9,2,No,History,Intermediate,4,No,3,Low,Yes,Positive,Yes,North America,Yes
STUD4150,23,Non-binary,Undergraduate,Arts,Yes,6,1,Yes,Art,Advanced,2,Yes,1,Medium,No,Negative,Yes,Europe,No
STUD4151,30,Female,Undergraduate,Arts,Yes,3,5,Yes,Computer Science,Advanced,5,No,4,High,No,Positive,No,Africa,No
STUD4152,26,Female,High School,Arts,Yes,6,3,Yes,Art,Intermediate,3,Yes,1,Medium,Yes,Positive,No,South America,Yes
STUD4153,24,Non-binary,Undergraduate,Medicine,No,5,3,No,Economics,Beginner,4,No,3,High,No,Negative,Yes,Africa,No
STUD4154,30,Non-binary,Postgraduate,Engineering,No,6,5,No,Biology,Advanced,3,No,4,Low,Yes,Negative,Yes,North America,Yes
STUD4155,21,Male,Postgraduate,Medicine,Yes,2,2,Yes,Economics,Beginner,1,Yes,5,High,No,Positive,Yes,Africa,No
STUD4156,15,Prefer not to say,Undergraduate,Engineering,No,9,2,No,History,Advanced,3,No,5,Low,Yes,Positive,Yes,Oceania,Yes
STUD4157,19,Female,Postgraduate,Engineering,No,4,1,No,Physics,Intermediate,3,Yes,5,High,No,Negative,No,Europe,Yes
STUD4158,15,Male,Postgraduate,Law,No,4,1,Yes,Physics,Beginner,2,Yes,1,Medium,Yes,Negative,Yes,Europe,Yes
STUD4159,24,Non-binary,Postgraduate,Business,Yes,6,3,No,Math,Beginner,1,No,4,Medium,Yes,Neutral,No,Europe,No
STUD4160,18,Prefer not to say,Undergraduate,Business,Yes,9,2,No,Economics,Advanced,5,No,1,High,Yes,Positive,Yes,Europe,No
STUD4161,28,Female,Undergraduate,Medicine,No,5,1,No,Economics,Intermediate,5,No,5,Medium,No,Neutral,Yes,Oceania,Yes
STUD4162,22,Male,Undergraduate,Medicine,No,0,3,No,Physics,Beginner,4,No,5,High,Yes,Negative,Yes,Asia,No
STUD4163,29,Male,High School,Engineering,Yes,6,2,Yes,Art,Advanced,1,Yes,2,High,Yes,Neutral,Yes,Asia,No
STUD4164,12,Male,Undergraduate,Business,No,0,5,Yes,Physics,Beginner,3,Yes,1,Low,Yes,Positive,No,Africa,No
STUD4165,24,Prefer not to say,High School,Education,Yes,7,3,No,Economics,Beginner,4,Yes,3,Medium,No,Positive,No,Oceania,Yes
STUD4166,22,Male,Postgraduate,Business,No,9,5,No,History,Intermediate,2,No,4,High,No,Positive,Yes,North America,Yes
STUD4167,18,Male,Postgraduate,Business,No,9,1,Yes,Computer Science,Beginner,5,No,4,Medium,Yes,Negative,No,Asia,No
STUD4168,14,Male,Postgraduate,Education,Yes,5,5,No,Math,Intermediate,1,No,4,Medium,Yes,Neutral,No,Africa,Yes
STUD4169,14,Prefer not to say,High School,Education,Yes,1,2,No,Economics,Beginner,1,No,4,Medium,No,Neutral,Yes,South America,Yes
STUD4170,22,Male,Postgraduate,Engineering,Yes,3,3,No,Math,Beginner,3,Yes,2,High,Yes,Negative,No,North America,Yes
STUD4171,17,Male,Postgraduate,Medicine,Yes,1,3,No,Art,Intermediate,4,No,4,Medium,Yes,Neutral,Yes,Africa,No
STUD4172,14,Non-binary,Postgraduate,Arts,Yes,7,5,No,History,Advanced,4,No,4,Medium,No,Negative,No,North America,Yes
STUD4173,21,Male,Undergraduate,Science,No,8,5,Yes,History,Intermediate,2,Yes,2,High,No,Neutral,Yes,South America,Yes
STUD4174,12,Male,Postgraduate,Education,No,0,3,No,Physics,Intermediate,5,Yes,1,Medium,Yes,Positive,Yes,Asia,Yes
STUD4175,22,Non-binary,High School,Law,No,9,1,No,Art,Advanced,3,No,2,High,Yes,Negative,Yes,North America,Yes
STUD4176,30,Prefer not to say,Undergraduate,Science,Yes,2,3,No,Math,Beginner,4,No,2,Medium,No,Negative,No,North America,Yes
STUD4177,29,Female,Undergraduate,Arts,No,9,2,No,Physics,Beginner,5,Yes,3,High,No,Positive,No,North America,No
STUD4178,29,Prefer not to say,Postgraduate,Arts,Yes,10,3,Yes,Biology,Beginner,5,Yes,2,Low,Yes,Negative,Yes,Africa,No
STUD4179,28,Male,High School,Medicine,Yes,5,2,Yes,Biology,Beginner,3,Yes,4,High,Yes,Neutral,No,Africa,No
STUD4180,22,Female,Undergraduate,Arts,Yes,0,4,No,Math,Advanced,4,No,2,Low,Yes,Neutral,No,North America,Yes
STUD4181,29,Male,Undergraduate,Science,Yes,5,1,Yes,Math,Intermediate,5,No,5,Low,Yes,Positive,No,South America,Yes
STUD4182,30,Male,High School,Arts,No,7,5,Yes,History,Intermediate,2,No,2,High,No,Neutral,No,South America,Yes
STUD4183,16,Prefer not to say,Undergraduate,Business,Yes,9,3,Yes,Economics,Intermediate,2,No,5,Low,No,Negative,No,Asia,No
STUD4184,22,Female,High School,Law,No,0,2,Yes,Art,Advanced,2,No,1,Low,Yes,Neutral,No,Asia,No
STUD4185,29,Non-binary,Postgraduate,Business,No,4,2,No,Biology,Intermediate,5,No,4,High,Yes,Neutral,Yes,Asia,Yes
STUD4186,13,Male,Postgraduate,Law,No,8,1,No,Math,Intermediate,2,Yes,4,Medium,No,Positive,Yes,South America,No
STUD4187,17,Female,Undergraduate,Medicine,No,4,4,No,Economics,Advanced,2,Yes,5,High,Yes,Positive,No,Africa,No
STUD4188,19,Non-binary,High School,Law,Yes,6,5,Yes,Art,Beginner,4,Yes,1,High,No,Positive,No,Oceania,No
STUD4189,29,Prefer not to say,Postgraduate,Education,No,6,3,No,Computer Science,Beginner,2,No,2,Medium,No,Negative,Yes,Europe,No
STUD4190,23,Female,Undergraduate,Business,No,7,2,No,Art,Beginner,1,Yes,3,Low,No,Neutral,Yes,North America,No
STUD4191,14,Non-binary,Undergraduate,Arts,Yes,2,3,No,Computer Science,Intermediate,4,No,4,Low,No,Positive,No,North America,No
STUD4192,28,Non-binary,Undergraduate,Arts,Yes,10,2,Yes,Art,Intermediate,1,Yes,5,Medium,No,Neutral,No,Asia,Yes
STUD4193,20,Male,High School,Education,Yes,10,1,Yes,Art,Advanced,2,No,5,High,No,Negative,Yes,Asia,Yes
STUD4194,25,Male,Undergraduate,Business,Yes,2,2,No,Economics,Advanced,2,No,3,High,Yes,Positive,No,South America,Yes
STUD4195,16,Male,High School,Business,No,0,3,Yes,Economics,Beginner,2,Yes,4,Medium,Yes,Negative,No,Europe,No
STUD4196,27,Prefer not to say,High School,Science,Yes,10,3,Yes,Art,Beginner,1,No,3,High,No,Neutral,No,North America,No
STUD4197,16,Non-binary,High School,Education,No,3,3,Yes,Biology,Advanced,1,Yes,3,Medium,No,Neutral,Yes,Africa,No
STUD4198,29,Male,Postgraduate,Law,No,3,3,Yes,Computer Science,Advanced,3,Yes,4,Low,Yes,Positive,No,Africa,Yes
STUD4199,16,Female,Postgraduate,Education,No,10,1,Yes,Math,Advanced,3,Yes,3,Low,No,Neutral,No,North America,No
STUD4200,14,Prefer not to say,Postgraduate,Education,No,0,3,Yes,Biology,Intermediate,3,No,1,Medium,Yes,Neutral,No,North America,Yes
STUD4201,23,Male,Undergraduate,Law,Yes,10,5,Yes,Physics,Advanced,4,No,5,Medium,Yes,Negative,No,South America,No
STUD4202,13,Non-binary,Postgraduate,Education,Yes,6,3,No,Physics,Intermediate,5,No,1,Low,Yes,Positive,Yes,South America,No
STUD4203,24,Male,Undergraduate,Education,Yes,1,4,No,Biology,Advanced,1,No,3,High,Yes,Negative,No,Asia,No
STUD4204,27,Prefer not to say,Undergraduate,Engineering,Yes,8,4,Yes,History,Intermediate,5,Yes,3,Low,Yes,Neutral,Yes,Europe,No
STUD4205,14,Prefer not to say,Undergraduate,Law,No,5,1,Yes,Computer Science,Beginner,3,Yes,2,Medium,Yes,Negative,Yes,Europe,No
STUD4206,12,Female,Postgraduate,Education,No,0,3,Yes,Math,Intermediate,5,Yes,2,Low,No,Positive,Yes,Africa,No
STUD4207,25,Female,High School,Business,No,0,2,No,Economics,Intermediate,3,Yes,1,Low,Yes,Neutral,Yes,North America,Yes
STUD4208,17,Prefer not to say,Undergraduate,Science,Yes,5,3,Yes,Art,Intermediate,5,Yes,5,Low,No,Negative,Yes,South America,No
STUD4209,15,Prefer not to say,High School,Science,Yes,3,3,No,Math,Beginner,1,Yes,4,Medium,Yes,Neutral,Yes,Asia,No
STUD4210,26,Male,Postgraduate,Arts,No,3,4,No,Biology,Intermediate,4,Yes,1,Low,No,Positive,No,South America,Yes
STUD4211,13,Prefer not to say,Undergraduate,Law,No,2,2,No,Art,Advanced,1,Yes,5,Medium,Yes,Positive,Yes,Europe,No
STUD4212,29,Non-binary,High School,Arts,Yes,4,5,Yes,Computer Science,Beginner,3,No,4,Low,Yes,Positive,Yes,Asia,No
STUD4213,26,Male,High School,Medicine,Yes,5,4,No,History,Intermediate,2,No,4,Low,No,Negative,Yes,South America,Yes
STUD4214,23,Non-binary,Postgraduate,Business,No,10,5,No,Biology,Intermediate,1,No,4,Low,No,Neutral,No,Asia,No
STUD4215,19,Prefer not to say,Postgraduate,Medicine,No,4,2,Yes,Math,Beginner,5,No,4,Medium,Yes,Negative,Yes,Asia,No
STUD4216,28,Female,High School,Law,Yes,5,3,Yes,Physics,Intermediate,2,No,4,Medium,No,Positive,No,Africa,No
STUD4217,19,Non-binary,Undergraduate,Engineering,No,8,4,No,Biology,Advanced,1,No,2,Low,Yes,Negative,Yes,South America,Yes
STUD4218,13,Male,High School,Arts,Yes,4,5,Yes,Art,Intermediate,1,Yes,3,Medium,No,Positive,No,South America,Yes
STUD4219,13,Prefer not to say,Undergraduate,Education,No,5,1,No,Economics,Advanced,5,Yes,2,Low,No,Negative,Yes,Europe,No
STUD4220,29,Male,Postgraduate,Medicine,No,2,1,No,Physics,Intermediate,5,Yes,5,Low,Yes,Neutral,Yes,Asia,No
STUD4221,16,Male,Undergraduate,Science,No,2,3,Yes,Math,Beginner,2,Yes,2,Medium,No,Negative,Yes,North America,No
STUD4222,28,Non-binary,Undergraduate,Education,Yes,9,1,No,Computer Science,Beginner,4,No,1,Medium,Yes,Neutral,No,Asia,No
STUD4223,21,Male,Postgraduate,Medicine,Yes,4,3,Yes,Economics,Beginner,4,No,3,Low,Yes,Positive,No,South America,No
STUD4224,12,Prefer not to say,Postgraduate,Medicine,No,4,1,Yes,Biology,Intermediate,2,No,4,Low,Yes,Positive,No,Asia,Yes
STUD4225,29,Female,High School,Engineering,Yes,7,2,Yes,Computer Science,Beginner,4,Yes,3,Medium,No,Neutral,No,North America,No
STUD4226,20,Prefer not to say,High School,Engineering,No,5,3,Yes,Biology,Intermediate,3,No,5,Medium,Yes,Positive,No,Africa,No
STUD4227,20,Prefer not to say,Postgraduate,Business,Yes,6,5,No,Physics,Advanced,4,No,2,High,Yes,Negative,No,Oceania,Yes
STUD4228,16,Prefer not to say,High School,Law,No,3,2,Yes,Art,Beginner,2,No,2,Low,No,Neutral,No,Africa,No
STUD4229,19,Male,Undergraduate,Education,Yes,7,2,Yes,Physics,Advanced,5,Yes,2,Medium,No,Negative,Yes,Africa,Yes
STUD4230,13,Non-binary,High School,Business,Yes,10,3,No,Computer Science,Advanced,4,No,2,High,Yes,Negative,Yes,North America,Yes
STUD4231,18,Female,Postgraduate,Science,No,6,2,Yes,History,Intermediate,2,Yes,5,High,Yes,Neutral,Yes,South America,No
STUD4232,21,Prefer not to say,Undergraduate,Engineering,Yes,8,2,Yes,Math,Intermediate,3,No,2,Medium,Yes,Neutral,Yes,Asia,No
STUD4233,16,Male,Postgraduate,Arts,No,0,1,No,Math,Advanced,4,Yes,2,High,No,Positive,No,Africa,No
STUD4234,25,Non-binary,High School,Medicine,No,9,4,No,Computer Science,Advanced,5,No,2,Medium,No,Negative,Yes,South America,Yes
STUD4235,29,Female,Postgraduate,Engineering,Yes,10,5,Yes,Math,Intermediate,5,Yes,2,High,Yes,Negative,Yes,Africa,No
STUD4236,12,Prefer not to say,Postgraduate,Business,Yes,2,1,No,Physics,Intermediate,5,Yes,2,Low,Yes,Neutral,Yes,South America,No
STUD4237,21,Non-binary,High School,Science,No,6,3,No,Biology,Beginner,1,No,3,Low,No,Neutral,Yes,Oceania,Yes
STUD4238,24,Prefer not to say,Postgraduate,Law,Yes,4,4,Yes,Computer Science,Advanced,1,No,5,Medium,No,Negative,No,Africa,No
STUD4239,30,Non-binary,Postgraduate,Education,No,0,5,Yes,Biology,Beginner,4,No,3,Low,Yes,Negative,No,Asia,Yes
STUD4240,28,Female,High School,Science,No,7,4,No,Math,Beginner,5,No,1,High,No,Positive,Yes,Oceania,Yes
STUD4241,17,Female,Undergraduate,Education,Yes,9,3,No,Economics,Intermediate,2,No,3,Low,No,Positive,No,Africa,Yes
STUD4242,13,Male,Postgraduate,Science,Yes,6,3,Yes,Math,Intermediate,2,Yes,5,High,Yes,Negative,No,Oceania,No
STUD4243,22,Prefer not to say,High School,Medicine,No,10,4,Yes,Art,Advanced,4,Yes,2,High,No,Negative,No,Oceania,Yes
STUD4244,23,Female,Postgraduate,Medicine,Yes,4,4,Yes,Art,Beginner,3,No,3,High,Yes,Positive,Yes,Oceania,No
STUD4245,27,Prefer not to say,Undergraduate,Business,Yes,8,1,No,Physics,Intermediate,2,No,1,High,No,Positive,No,Africa,No
STUD4246,29,Male,Undergraduate,Medicine,Yes,2,5,Yes,Economics,Beginner,5,Yes,2,High,Yes,Neutral,No,South America,Yes
STUD4247,28,Male,High School,Science,No,4,5,Yes,Computer Science,Intermediate,1,Yes,1,High,Yes,Negative,Yes,Europe,Yes
STUD4248,29,Female,Undergraduate,Science,No,2,3,Yes,Biology,Advanced,5,No,1,Medium,No,Positive,Yes,Africa,No
STUD4249,15,Female,Postgraduate,Engineering,No,6,3,No,Biology,Advanced,2,Yes,2,Medium,Yes,Negative,Yes,North America,Yes
STUD4250,29,Male,Undergraduate,Education,Yes,8,2,No,Economics,Advanced,1,No,1,Medium,Yes,Negative,Yes,Africa,Yes
STUD4251,23,Female,Postgraduate,Business,No,5,1,Yes,History,Beginner,1,No,2,Medium,No,Neutral,Yes,Asia,Yes
STUD4252,15,Non-binary,High School,Arts,No,5,5,Yes,Economics,Advanced,3,No,2,High,Yes,Neutral,No,North America,Yes
STUD4253,27,Female,High School,Education,No,7,5,No,Math,Intermediate,2,Yes,4,Medium,Yes,Positive,Yes,Oceania,No
STUD4254,28,Non-binary,Postgraduate,Engineering,No,2,4,No,History,Advanced,2,No,5,High,No,Neutral,Yes,Europe,Yes
STUD4255,23,Female,High School,Law,No,3,2,No,Art,Beginner,4,Yes,5,High,No,Negative,No,Africa,No
STUD4256,20,Non-binary,Undergraduate,Arts,No,5,5,No,History,Intermediate,1,No,4,Medium,Yes,Positive,Yes,Africa,No
STUD4257,16,Female,Postgraduate,Law,No,4,4,No,Economics,Intermediate,2,No,1,Medium,Yes,Neutral,No,Oceania,Yes
STUD4258,21,Prefer not to say,Postgraduate,Arts,Yes,8,4,No,Economics,Intermediate,2,No,1,Low,Yes,Positive,No,Europe,Yes
STUD4259,16,Male,High School,Engineering,No,7,1,No,Economics,Beginner,1,Yes,4,Medium,No,Neutral,No,Asia,Yes
STUD4260,25,Prefer not to say,Undergraduate,Law,No,3,2,No,Economics,Intermediate,2,Yes,1,Low,Yes,Positive,Yes,Europe,No
STUD4261,18,Female,High School,Arts,Yes,10,3,Yes,Physics,Beginner,3,Yes,1,Medium,No,Negative,No,Oceania,Yes
STUD4262,24,Prefer not to say,High School,Science,No,2,4,No,Math,Intermediate,5,Yes,5,High,Yes,Positive,No,Europe,Yes
STUD4263,23,Female,Postgraduate,Engineering,No,10,3,Yes,History,Beginner,1,No,1,Medium,Yes,Negative,No,North America,Yes
STUD4264,20,Female,High School,Law,Yes,10,5,Yes,Economics,Beginner,5,Yes,2,Low,No,Positive,No,Asia,Yes
STUD4265,24,Female,High School,Education,Yes,7,2,No,Math,Advanced,3,Yes,5,High,No,Negative,No,North America,Yes
STUD4266,14,Male,High School,Science,Yes,5,5,Yes,Computer Science,Advanced,3,Yes,5,Medium,Yes,Negative,No,South America,Yes
STUD4267,24,Female,Undergraduate,Business,No,10,3,Yes,Biology,Advanced,4,No,1,Medium,Yes,Neutral,No,North America,No
STUD4268,18,Female,High School,Law,No,10,2,Yes,Computer Science,Advanced,2,No,4,Low,No,Negative,No,Africa,No
STUD4269,28,Non-binary,High School,Science,No,7,4,No,History,Intermediate,2,Yes,5,Medium,Yes,Positive,No,South America,Yes
STUD4270,22,Prefer not to say,Undergraduate,Education,No,6,2,No,Economics,Intermediate,3,Yes,3,Medium,Yes,Positive,Yes,North America,Yes
STUD4271,20,Male,Undergraduate,Law,Yes,2,2,No,Physics,Advanced,5,No,4,Low,No,Neutral,Yes,Europe,Yes
STUD4272,18,Non-binary,Undergraduate,Medicine,No,4,2,Yes,Physics,Advanced,4,No,1,High,No,Negative,No,Oceania,Yes
STUD4273,22,Prefer not to say,Undergraduate,Engineering,No,0,1,No,History,Intermediate,1,No,3,High,Yes,Negative,No,Oceania,Yes
STUD4274,25,Prefer not to say,High School,Engineering,Yes,1,5,No,History,Advanced,4,No,5,Medium,No,Positive,Yes,North America,No
STUD4275,24,Male,High School,Medicine,No,8,5,No,Biology,Beginner,4,Yes,5,High,No,Positive,Yes,Asia,Yes
STUD4276,30,Male,Undergraduate,Medicine,No,5,5,Yes,Physics,Beginner,1,Yes,4,Low,No,Negative,Yes,Europe,Yes
STUD4277,25,Non-binary,High School,Engineering,No,6,3,Yes,Biology,Advanced,2,No,3,Low,No,Positive,Yes,North America,No
STUD4278,15,Male,High School,Engineering,No,5,5,Yes,Biology,Beginner,1,Yes,5,Medium,No,Neutral,No,Africa,No
STUD4279,29,Male,High School,Medicine,Yes,9,1,Yes,Computer Science,Advanced,3,No,4,High,No,Positive,Yes,Asia,No
STUD4280,15,Male,Postgraduate,Medicine,Yes,10,4,Yes,Computer Science,Beginner,1,Yes,5,High,No,Negative,No,South America,No
STUD4281,25,Female,Postgraduate,Education,No,7,3,No,Math,Advanced,4,No,5,Medium,Yes,Neutral,No,North America,No
STUD4282,30,Prefer not to say,High School,Education,Yes,4,1,No,Art,Beginner,3,Yes,2,Medium,No,Positive,No,Asia,No
STUD4283,18,Male,High School,Medicine,Yes,0,4,No,Physics,Advanced,3,No,3,High,Yes,Negative,Yes,Asia,No
STUD4284,18,Female,Postgraduate,Education,No,7,3,Yes,Computer Science,Intermediate,5,No,3,Medium,Yes,Neutral,Yes,Europe,Yes
STUD4285,21,Female,High School,Law,No,4,5,Yes,Biology,Beginner,1,No,3,Medium,Yes,Negative,Yes,Africa,Yes
STUD4286,24,Prefer not to say,Undergraduate,Science,No,9,2,Yes,History,Beginner,3,No,1,Low,Yes,Positive,No,Asia,Yes
STUD4287,25,Prefer not to say,High School,Arts,Yes,10,2,No,Economics,Intermediate,2,No,5,Low,No,Neutral,No,Oceania,No
STUD4288,17,Male,High School,Medicine,Yes,9,4,No,Biology,Beginner,3,Yes,4,High,Yes,Negative,Yes,Africa,Yes
STUD4289,30,Non-binary,Postgraduate,Arts,Yes,8,5,Yes,Computer Science,Advanced,3,Yes,3,Medium,Yes,Negative,No,Europe,No
STUD4290,29,Female,Postgraduate,Medicine,Yes,10,3,No,Computer Science,Beginner,3,No,5,High,No,Neutral,Yes,South America,No
STUD4291,13,Male,High School,Business,No,9,3,Yes,Biology,Advanced,2,Yes,3,Low,No,Negative,Yes,South America,Yes
STUD4292,19,Non-binary,Postgraduate,Education,Yes,5,1,No,Computer Science,Intermediate,1,No,2,High,No,Positive,Yes,Asia,No
STUD4293,12,Male,Undergraduate,Arts,No,8,5,Yes,Economics,Beginner,4,No,5,Low,No,Positive,No,North America,No
STUD4294,29,Non-binary,Undergraduate,Business,Yes,3,2,Yes,Biology,Intermediate,1,No,5,Low,No,Positive,Yes,Africa,No
STUD4295,26,Non-binary,High School,Business,No,7,4,Yes,Art,Advanced,5,Yes,5,Low,No,Neutral,Yes,Europe,No
STUD4296,24,Male,High School,Business,No,1,1,Yes,Physics,Intermediate,1,No,3,High,No,Negative,Yes,Africa,Yes
STUD4297,27,Prefer not to say,High School,Science,No,8,2,No,Physics,Advanced,4,Yes,4,Low,Yes,Negative,Yes,Europe,Yes
STUD4298,25,Prefer not to say,Undergraduate,Education,No,7,2,Yes,Computer Science,Intermediate,2,Yes,1,Low,No,Negative,No,Europe,No
STUD4299,22,Male,High School,Law,Yes,9,4,Yes,Art,Advanced,4,No,2,High,No,Negative,Yes,North America,Yes
STUD4300,13,Prefer not to say,Postgraduate,Arts,No,2,2,Yes,Physics,Intermediate,3,Yes,3,Low,Yes,Neutral,No,Africa,Yes
STUD4301,26,Female,Undergraduate,Business,No,2,5,Yes,Biology,Advanced,1,No,4,High,Yes,Negative,Yes,Asia,No
STUD4302,23,Prefer not to say,Undergraduate,Business,Yes,7,5,No,Math,Advanced,4,No,1,Low,Yes,Positive,Yes,Oceania,Yes
STUD4303,12,Female,High School,Education,Yes,7,1,No,Economics,Advanced,2,No,3,High,Yes,Neutral,Yes,Africa,Yes
STUD4304,29,Female,High School,Medicine,No,2,3,Yes,History,Advanced,2,Yes,5,High,No,Negative,Yes,North America,No
STUD4305,16,Non-binary,High School,Engineering,Yes,4,4,No,Math,Beginner,5,No,4,Low,No,Negative,No,Africa,No
